authorId,name,paperCount,citationCount,hIndex
6462372,H. Arem,82,3799,23
121857361,A. Berrington de González,165,17655,53
4995029,P. Hartge,482,44882,111
51365535,H. Adami,1050,84873,147
6789416,C. Blair,86,2978,25
49986681,K. B. Borch,45,1920,18
2077065304,Eric Boyd,6,926,5
6474691,D. Check,30,4277,20
78596094,A. Fournier,173,8794,42
4093107,N. Freedman,505,23956,77
49227819,Mattias Johannson,3,898,1
143759976,M. Linet,575,42006,102
2107886,N. Orsini,281,16160,65
5991885,Yikyung Park,320,21459,79
8256013,K. Robien,199,9795,51
4068253,C. Schairer,218,26718,74
5618049,H. Sesso,481,28833,89
40350518,Michael Spriggs,5,1012,5
117208211,Roy van Dusen,3,908,2
4675614,A. Wolk,886,70955,139
2879605,C. Matthews,361,30942,78
83942891,Alpa V. Patel,277,22070,69
2077243,G. Machado,85,2173,21
2199541,C. Maher,890,44519,108
143703553,P. Ferreira,246,12379,47
145389407,M. Pinheiro,72,2123,20
1827260,C. Lin,137,7053,37
145232136,R. Day,519,15755,60
1866042,A. McLachlan,481,15443,63
145375406,M. Ferreira,298,24708,60
5763028,Hengli Tang,78,6403,35
3701488,Christy Hammack,15,3283,7
145738950,Sarah C. Ogden,12,3243,7
34536642,Z. Wen,91,6952,31
32283987,Xuyu Qian,25,4793,16
2110549968,Yujing Li,94,6871,33
50736780,Bing Yao,61,5136,28
32861884,Jaehoon Shin,28,4112,17
6792644,Feiran Zhang,41,2359,17
47266249,Emily M. Lee,41,2738,17
4431758,K. Christian,86,9353,30
50312199,Ruth A. Didier,10,1355,8
145283030,P. Jin,235,22431,69
1686001,Hongjun Song,367,38728,96
143923445,G. Ming,324,37794,94
3358418,M. Song,461,11252,52
5779892,T. Fung,207,17064,58
1891795,F. Hu,1958,267107,261
5042577,W. Willett,2552,401795,326
4507039,V. Longo,236,24706,71
2168928633,A. Chan,1012,43385,104
144786791,E. Giovannucci,2121,192670,214
6914186,C. Sinsky,177,12154,40
2967860,L. Colligan,17,1462,10
2146625068,Ling Li,21,1252,6
1978265,M. Prgomet,53,2236,17
2059553630,Samuel Reynolds,7,872,1
11754334,Lindsey E Goeders,3,991,2
1742842,J. Westbrook,560,15354,62
5416653,Michael A. Tutty,33,3614,18
2408317,G. Blike,83,3715,21
3554577,M. Makary,420,19639,69
1387714823,Michael Daniel,6,2640,6
1399752541,A. Henao-Restrepo,44,3696,21
144246325,A. Camacho,50,3339,23
1980353,I. Longini,308,28981,87
47543558,C. Watson,55,2678,19
47647620,W. Edmunds,395,35062,97
46915081,M. Egger,919,154339,146
6298412,M. Carroll,274,25179,71
40507322,N. Dean,86,5612,31
47246904,I. Diatta,11,738,4
145823969,M. Doumbia,37,2238,15
6913723,B. Draguez,23,2219,13
6249821,S. Duraffour,84,5403,29
48833954,G. Enwere,53,4311,25
4300841,R. Grais,271,9886,50
40382906,S. Gunther,20,3134,14
2440925,P. Gsell,18,1637,9
8502958,S. Hossmann,16,2435,9
8439743,S. Watle,20,1361,7
7955877,M. K. Konde,37,2402,17
4046153,S. Keïta,18,4060,14
37242099,S. Koné,18,1975,12
7592750,Eewa Kuisma,3,706,2
144092775,M. Levine,868,60129,123
4475160,S. Mandal,94,2885,21
7317873,Thomas Mauget,4,775,3
40499857,G. Norheim,62,2633,19
8102916,X. Riveros,11,1669,8
50294889,A. Soumah,10,1443,7
3589830,S. Trelle,137,13167,44
40503590,A. Vicari,39,2267,17
1397745414,J. Røttingen,226,10100,43
3697864,M. Kieny,307,20068,75
33970294,S. Holen,52,778,12
7007024,T. Deméré,60,1537,22
3970299,D. Fisher,95,3249,36
6406493,R. Fullagar,157,5151,36
34628962,J. Paces,136,3384,24
70586012,G. Jefferson,40,1039,10
10766264,J. Beeton,18,191,4
10799347,Richard A. Cerutti,3,206,3
4736441,A. Rountrey,31,967,15
96138110,Lawrence Vescera,5,171,3
14678798,Kathleen A. Holen,10,172,4
144486442,A. Parkes,83,2459,21
5224312,H. Sweeting,201,8407,51
145715167,D. Wight,209,10951,50
33220916,M. Henderson,82,2686,26
1400820804,C. Valls-Pedret,39,2302,19
1390180141,A. Sala-Vila,161,4221,35
1398706480,M. Serra‐Mir,25,1546,14
144110303,R. de la Torre,380,17592,68
1399219556,E. H. Martinez-Lapiscina,101,4434,29
3018888,M. Fitó,477,23687,80
1399058790,A. Pérez-Heras,21,2201,16
88350049,C. Bronick,10,3241,5
21669357,R. Lal,1708,98703,146
48657983,S. Grieshaber,178,2417,23
2660575,P. Dodds,172,13401,42
19396021,E. Clark,14,608,9
2952415,Suma Desu,9,334,5
2327052,M. Frank,33,1758,14
2293193,A. J. Reagan,36,1502,15
2459453,J. Williams,42,790,12
13568600,Lewis Mitchell,60,1790,15
7917904,K. Harris,45,2186,14
2207049,Isabel M. Kloumann,23,2039,12
2229958,James P. Bagrow,92,4063,22
2704072,Karine Megerdoomian,38,672,13
145307990,M. McMahon,18,413,8
3096649,B. Tivnan,42,1078,13
49240687,M. Burke,141,17279,49
144624624,E. Miguel,202,20903,50
71350820,I. Malkin,82,1402,12
48271388,M. Gillon,600,17783,70
8263678,A. Triaud,238,6514,43
5477765,B. Demory,221,8533,46
4263217,E. Jehin,573,11084,54
48255939,E. Agol,340,18815,66
6991113,K. Deck,48,2631,22
37661433,S. Lederer,147,3247,21
49355286,J. de Wit,21,2135,13
39862246,A. Burdanov,90,2683,20
9499305,J. Ingalls,108,4172,25
8060861,É. Bolmont,96,3588,26
102976669,J. Leconte,167,5929,37
3646471,S. Raymond,286,12211,57
3893189,F. Selsis,250,9776,50
7760891,M. Turbet,90,2510,21
70116319,K. Barkaoui,65,1737,15
5407091,A. Burgasser,520,22162,76
5339875,M. Burleigh,268,5657,37
19641320,S. Carey,284,8986,45
35446322,A. Chaushev,10,962,1
7515149,C. Copperwheat,181,8720,37
152148554,L. Delrez,191,4422,32
46589374,C. S. Fernandes,8,1330,5
33429827,D. Holdsworth,65,1685,14
48358688,E. Kotze,27,1150,9
8585924,V. Van Grootel,30,1829,14
9522910,Y. Almleaky,28,1387,11
9482069,Z. Benkhaldoun,197,2697,23
3810523,P. Magain,290,6227,41
30151470,D. Queloz,745,33976,90
65868722,I. Nation,156,9258,26
48079409,S. Park,132,3216,34
2655092,C. Haiman,935,58143,109
1394186629,Loc Le Marchand,1,142,1
95080789,L. Wilkens,837,39830,95
51380239,V. Setiawan,254,7730,45
104670379,T. Seno,103,5815,36
2053816980,S. Stein,175,18477,51
104836719,Alice E. Gripp,4,2665,4
2525750,C. Ruff,171,9547,53
40199175,G. Ugazio,13,583,8
144327037,E. Fehr,410,97067,122
48006130,E. Tschopp,66,566,13
4816449,O. Mateus,250,3604,34
31623512,R. Benson,118,2364,29
38187519,S. Ramirez,40,3236,11
2110952653,Xu Liu,11,3114,9
7024763,Pei-Ann Lin,6,835,4
5561035,Junghyup Suh,19,2823,13
39314436,Michele Pignatelli,22,3318,15
3959520,R. Redondo,20,3349,10
6425556,T. Ryan,33,3023,16
35148817,S. Tonegawa,479,82763,149
50770015,J. Mlakar,29,2755,12
3977877,M. Korva,90,4385,26
4157463,N. Tul,86,3564,21
4919864,M. Popović,141,5236,30
1397983363,M. Poljšak-Prijatelj,50,5059,28
32167901,J. Mraz,7,2323,7
37810465,M. Kolenc,23,2521,10
6794206,Katarina Resman Rus,17,2472,11
1399846290,Tina Vesnaver Vipotnik,1,2227,1
121397853,Vesna Fabjan Vodušek,11,2266,5
5606458,A. Vizjak,86,3529,22
4204515,J. Pižem,67,3124,18
4322229,M. Petrovec,113,5924,37
121442442,T. Avšič Županc,20,2830,13
1411557742,E. Evans-Pritchard,203,8745,30
115146742,J. Mbiti,60,4788,17
3881465,J. Pettis,177,15702,65
4972117,E. Lichtenberg,29,940,11
144347302,Michel Andrée,7,1040,7
4599058,Jennie Stitzinger,4,702,3
47548975,R. Rose,43,3305,21
4495876,D. vanEngelsdorp,95,12496,42
3815554,Robert A. Koeth,23,10741,11
2108724804,Zeneng Wang,174,22911,56
5050315,B. Levison,60,15554,31
6266105,J. Buffa,33,8268,20
2586403,E. Org,65,14696,33
39241832,Brendan Sheehy,5,3117,3
36541653,Earl B. Britt,12,9750,6
40059041,Xiaoming Fu,55,16682,30
50118808,Yuping Wu,99,16600,38
2109136961,Lin Li,36,7042,20
1409895464,Jonathan D. Smith,262,24123,64
2245351,J. DiDonato,162,28217,59
2153416904,Jun Chen,25,11951,14
2145898470,Hongzhe Li,40,5989,15
2204347211,Gary D. Wu,229,22643,55
2109240361,J. Lewis,630,37871,91
4526917,M. Warrier,24,4212,13
2110787026,J. M. Brown,153,11308,48
8678177,R. Krauss,632,97401,139
1434920526,W. Tang,449,49583,77
2388592,F. Bushman,573,94635,122
2162158691,A. Lusis,785,73913,130
2481341,S. Hazen,700,67999,132
4080157,G. Chapron,114,6128,40
4584269,P. Kaczensky,126,5339,33
48419842,J. Linnell,102,5792,32
1649912193,Manuela von Arx,5,1286,4
49511210,D. Huber,80,3699,30
4912766,H. Andrén,125,12293,51
1387449488,J. López‐Bao,198,6458,44
46356561,M. Adamec,11,1703,6
5848975,F. Álvares,65,2676,17
4435545,O. Anders,12,1541,6
3738109,L. Balčiauskas,150,2594,17
2987836,V. Balys,7,1482,4
7176726,P. Bedő,4,1449,2
8074916,Ferdinand Bego,23,1528,6
78561709,J. Blanco,52,3194,24
5873041,U. Breitenmoser,108,5784,36
10418013,H. Brøseth,70,3364,28
40089978,L. Bufka,35,2171,15
7724495,R. Bunikyte,4,1449,2
144818812,P. Ciucci,123,5045,36
2078580887,Alexander Dutsov,1,1246,1
8558524,T. Engleder,22,1548,6
7248536,C. Fuxjäger,10,1572,5
104613325,C. Groff,38,2489,17
6485569,K. Holmala,33,1968,14
48102561,B. Hoxha,8,1512,5
3088779,Y. Iliopoulos,19,1793,9
2091265346,O. Ionescu,26,1740,10
46296424,J. Jeremić,13,1469,4
6172765,K. Jerina,82,3190,26
2273938,Gesa Kluth,15,1591,8
5938715,F. Knauer,69,3906,25
47307931,I. Kojola,151,6738,46
4357953,I. Kos,59,2310,17
50184815,M. Krofel,133,4195,30
25183939,J. Kubala,9,1483,5
4334990,S. Kunovac,28,1501,5
6462505,J. Kusak,136,4128,29
4947686,M. Kutal,31,1617,9
5661356,O. Liberg,137,9197,49
5940798,Aleksandra Majic,12,1807,9
3858290,P. Männil,28,2406,16
35013022,R. Manz,7,1490,5
7444658,É. Marboutin,41,2700,21
3882659,F. Marucco,31,2460,15
7183178,D. Melovski,24,1797,10
5200007,K. Mersini,21,1564,8
2628736,Y. Mertzanis,23,1961,10
1422159737,R. Mysłajek,56,2738,21
40090186,S. Nowak,64,2785,20
6597879,J. Odden,103,6865,42
6428252,J. Ozoliņš,116,3309,25
5864919,G. Palomero,16,1447,8
120313879,M. Paunović,62,2338,12
15189537,J. Persson,80,3883,31
4028068,H. Potočnik,30,1877,11
144141734,P. Quenette,44,2370,16
4307566,G. Rauer,25,1870,12
33511224,I. Reinhardt,20,1842,11
17126847,R. Rigg,28,2122,12
50752103,A. Ryser,22,1778,12
32799909,V. Salvatori,32,1929,14
3519963,T. Skrbinšek,52,2240,17
2090825646,A. Stojanov,22,1598,9
2649660,J. Swenson,345,20313,83
5695726,L. Szemethy,57,2135,14
7246360,A. Trajçe,14,1528,7
1403020058,Elena Tsingarska-Sedefcheva,1,1246,1
143716228,M. Váňa,12,1529,7
6483542,Rauno Veeroja,16,1661,9
4233256,Petter Wabakken,99,7008,42
40053754,M. Wölfl,15,1704,9
7690912,S. Wölfl,11,1633,7
145274155,F. Zimmermann,59,2982,22
6918557,D. Zlatanova,22,3103,7
2318601,L. Boitani,332,23834,75
5771145,P. Bombelli,51,2291,26
3047637,C. Howe,322,11730,58
4443542,F. Bertocchini,43,1833,19
1858182,V. Feigin,512,159307,117
3022843,A. Theadom,223,17312,38
1387830552,S. Barker-Collo,246,116033,73
3864832,N. Starkey,147,3729,31
145525894,K. McPherson,226,9332,58
39282538,M. Kahan,18,842,9
36354000,A. Dowell,28,1408,17
2115083612,Paul Brown,14,887,9
4289651,V. Parag,129,11872,44
36695990,R. Kydd,104,3560,33
147218545,Kelly Jones,40,1359,13
48020955,Amy Jones,26,849,9
5172363,S. Ameratunga,452,11057,54
2906196,M. Callon,113,38679,61
3727243,K. Flegal,240,158542,100
122910525,Brian K. Kit,69,30296,37
6118329,H. Orpana,86,14616,30
74157534,B. Graubard,667,42873,103
120280613,S. McAndrew,83,2050,18
35239360,S. Huntington,196,34856,50
49355683,K. Levecque,95,2337,17
4886650,F. Anseel,130,5533,32
8092021,A. Beuckelaer,44,1252,14
34787079,J. Heyden,56,1771,10
3528331,L. Gisle,37,1301,14
114281302,S. Claes,93,3545,21
2952655,E. Vereecke,165,2942,25
46401065,M. Maes,21,816,6
143663046,J. Victor,316,10257,51
51240942,P. Verdonk,281,7554,44
2514237,J. Bellemans,441,15689,67
40472605,F. Imamura,164,9534,43
1400708972,L. O’Connor,17,1659,11
2115257,Z. Ye,51,5433,28
4915908,J. Mursu,108,19563,46
3554859,Y. Hayashino,147,5005,35
4959839,S. Bhupathiraju,162,8670,39
145108796,N. Forouhi,395,47668,105
5260913,E. van Nood,30,9442,17
4973692,A. Vrieze,19,6736,12
6880253,M. Nieuwdorp,384,21616,68
145817277,S. Fuentes,77,8490,33
6883865,E. Zoetendal,214,36520,70
6488982,W. D. de Vos,722,97897,160
3011959,C. Visser,99,5971,31
145098820,E. Kuijper,418,24146,70
145920869,J. Bartelsman,123,10489,39
144533133,J. Tijssen,897,46698,108
3600693,P. Speelman,197,11857,58
87523414,M. Dijkgraaf,490,21584,71
34900466,J. Keller,94,8287,37
144790244,A. Prince,53,7416,17
1748557,P. Smolensky,213,17908,47
2643503,M. Petersen,38,18027,21
31478032,R. Rajan,298,69425,73
3679429,M. Kivimäki,1404,112376,149
145654286,M. Jokela,380,19078,77
32820173,S. Nyberg,90,6534,35
1398081316,A. Singh‐Manoux,525,32933,104
3982790,E. Fransson,120,7336,38
6611041,L. Alfredsson,738,56818,119
5618771,J. Bjorner,311,21507,67
5876417,M. Borritz,56,7294,31
4092792,H. Burr,174,9807,56
5137427,A. Casini,121,3596,20
4023329,E. Clays,313,18152,50
7568115,D. Bacquer,300,10402,28
5418308,N. Dragano,337,14247,62
145948452,R. Erbel,2035,88730,135
6880310,G. Geuskens,79,3407,25
2092086674,W. Hooftman,43,3109,19
87450265,I. Houtman,185,11679,40
2306574,K. Jöckel,874,49743,97
152359494,F. Kittel,107,6309,39
5772431,A. Knutsson,171,15416,64
6179011,M. Koskenvuo,591,49845,111
3787660,T. Lunau,52,2993,23
34904681,I. Madsen,72,4699,28
5884719,M. Nielsen,65,4858,29
145148521,M. Nordin,129,7732,44
5216815,T. Oksanen,242,10453,55
6243951,J. Pejtersen,73,4415,30
143668714,J. Pentti,474,21594,84
3952007,R. Rugulies,361,15278,65
3390254,P. Salo,133,7254,47
3881999,M. Shipley,538,45636,118
145957917,J. Siegrist,535,34591,91
5044536,A. Steptoe,1349,82237,142
4978315,S. Suominen,219,8772,47
50610872,T. Theorell,263,20662,79
6874028,J. Vahtera,745,41740,113
48763371,P. Westerholm,76,7852,39
6276237,H. Westerlund,319,13792,68
81578914,D. O’Reilly,282,13465,36
145135306,M. Kumari,420,45913,95
144132504,G. Batty,387,18805,79
2594018,J. Ferrie,299,25897,94
143918933,M. Virtanen,478,24073,86
1901947,G. Blatter,263,8292,32
2096070017,M. V. Feigel’man,25,4907,9
4173988,V. Geshkenbein,116,6775,22
36511249,A. Larkin,94,6257,20
143700248,V. Vinokur,485,11343,40
6150544,J. Ghadri,188,8255,43
7984105,A. Sarcon,64,2980,18
4675710,J. Diekmann,29,2504,13
6202989,D. Bataiosu,7,2157,5
3669292,V. Cammann,63,4147,19
35435252,S. Jurisic,22,979,11
6123557,L. C. Napp,91,3989,24
52118749,M. Jaguszewski,325,5747,33
10669615,F. Scherff,26,389,8
144308959,P. Brugger,290,9515,54
3162334,L. Jäncke,543,29320,95
143798345,B. Seifert,525,25306,81
144863979,Jeroen J. Bax,2651,162003,166
4347627,F. Ruschitzka,625,84435,94
144806294,T. Lüscher,2026,96256,149
5816592,C. Templin,297,9706,44
1453138822,Moritz Schwyzer,7,1914,4
5997283,J. Franke,167,5285,31
2037088,H. Katus,2140,96203,127
3652106,C. Burgdorf,84,5590,26
5291822,H. Schunkert,1138,79646,131
47798411,H. Thiele,1060,44516,85
3777707,J. Bauersachs,876,50432,103
3177989,C. Tschöpe,491,27442,77
10011000,Lawrence Rajan,27,2440,13
2060218298,G. Michels,150,5935,36
144343354,R. Pfister,330,9644,36
4130497,C. Ukena,200,8949,45
144747215,M. Böhm,1293,104761,133
7706922,A. Cuneo,57,3662,18
16616902,K. Kuck,1454,62991,116
5956624,C. Jacobshagen,121,5453,28
4769759,G. Hasenfuss,903,48650,99
78404412,M. Karakas,156,6606,35
144390687,W. Koenig,1053,87202,130
6797433,W. Rottbauer,471,13480,52
2462170,S. Said,42,2439,13
1387464833,R. Braun-Dullaeus,151,7135,36
6587671,F. Cuculi,182,5791,34
2544709,A. Banning,699,25748,72
2057789377,T. Fischer,22,2497,14
39059573,T. Vasankari,79,3244,23
25069245,K. Airaksinen,89,4301,30
4129061,M. Fijałkowski,124,2786,15
2626861,A. Rynkiewicz,272,20219,30
2665957,G. Opolski,1089,12552,45
51957553,R. Dworakowski,178,4231,27
49447763,P. MacCarthy,262,16829,48
47587594,C. Kaiser,226,12548,47
50982189,S. Osswald,551,16469,64
6823512,L. Galiuto,192,7733,36
6472089,F. Crea,1781,60378,105
3767004,W. Dichtl,173,6863,38
81998886,W. Franz,214,9190,49
6430474,K. Empen,117,9599,31
5396814,S. Felix,510,32553,79
30080584,C. Delmas,174,3635,25
5355719,O. Lairez,343,6699,38
144668357,P. Erne,647,27554,73
48544238,A. Prasad,359,22053,70
3500461,S. L. Shipman,30,1314,16
6450623,Jeff Nivala,31,1105,11
4751593,J. D. Macklis,171,14441,55
4993792,C. Tomasetti,81,8287,30
2114024478,Lu Li,31,4595,14
1965563,B. Vogelstein,892,350893,257
144082233,B. Boehm,676,42140,72
144819128,J. Altman,217,30726,81
1846171,G. D. Das,97,8470,34
2402690,H. Hethcote,102,16132,48
36796358,A. Kemp,129,3667,37
4481679,K. Bittermann,15,613,8
3522204,B. Horton,430,13716,68
2136377,J. Donnelly,198,6894,44
4441189,W. Gehrels,125,5554,43
38283771,Carling C Hay,48,2197,19
5265834,J. Mitrovica,376,24259,80
20457007,E. Morrow,16,1205,6
1720524,S. Rahmstorf,223,35463,75
3254022,A. Jena,306,9226,50
144049584,V. Prasad,315,7866,42
38223175,D. Goldman,498,15712,61
5774492,J. Romley,119,2003,25
1381598703,L. Dwyer-Lindgren,61,6576,28
1398296938,A. Bertozzi-Villa,39,14640,21
34926738,Rebecca W. Stubbs,14,1475,11
5157653,C. Morozoff,25,4793,13
4071117,J. Mackenbach,788,61009,124
4253203,F. V. van Lenthe,259,16024,63
2202932,A. Mokdad,747,185996,167
1401169387,R. O’Malley,37,3132,12
144753260,D. Siegel,268,28415,86
2181541,C. McClain,289,21138,71
145246099,J. Sarmiento,312,38012,85
2047239,G. Feldman,59,7831,32
50164522,A. Milligan,51,6611,32
2735683,Ricardo M Letelier,138,10598,47
145213927,E. Boss,571,19450,73
48335260,A. Spang,61,5955,28
4556790,Jimmy H. W. Saw,34,2584,14
3682278,S. Jørgensen,57,2451,20
1395914336,Katarzyna Zaremba-Niedźwiedzka,13,2072,9
4562228,J. Martijn,28,1608,12
2810269,Anders E. Lind,19,1254,10
48252966,Roel van Eijk,8,1224,8
6940827,C. Schleper,182,22259,74
16634296,L. Guy,60,3055,19
2401547,T. Ettema,121,7839,42
98184512,O. Williamson,236,102175,74
1719767,J. Koskinen,94,2304,21
47634133,C. Steglich,104,7303,37
47265550,K. Summers,5,1028,5
5228562,I. Gibbons,124,12281,54
4914870,Gerhard Leinenga,25,954,12
143662589,J. Götz,291,21848,77
92072712,M. Krames,124,9621,37
50274233,O. Shchekin,96,7928,32
1403207187,R. Mueller-Mach,41,3717,14
1410667626,G. Mueller,54,4919,17
48207194,Ling Zhou,19,1883,8
153581602,G. Harbers,21,2498,12
2637853,M. Craford,109,6530,31
4463991,P. Kharecha,43,5754,22
1723191,J. Hansen,284,43589,87
2055048808,Li-ying Kang,2,226,2
5591778,Xin-qiang Liu,12,244,4
3815728,D. G. de Oteyza,68,3297,27
46274773,P. Gorman,12,641,3
47558428,Yen-Chia Chen,28,2457,13
4653823,Sebastian Wickenburg,30,1728,14
3200166,A. Riss,64,1983,15
49888229,D. J. Mowbray,100,2403,26
4223635,Grisha Etkin,7,612,3
8498141,Zahra Pedramrazi,33,2763,14
113266741,H. Tsai,96,4192,27
144135706,Á. Rubio,935,42051,101
6888207,M. Crommie,368,30977,78
144724549,F. Fischer,122,4678,31
4607357,A. Fauci,1361,147578,190
74739164,D. Morens,252,22147,66
6649241,R. Mekary,173,3793,32
4995601,A. Grøntved,144,16924,41
144853843,J. Després,832,86866,131
47202969,L. D. de Moura,76,822,18
5207844,Morteza Asgarzadeh,21,382,11
4273032,E. Rimm,1228,153128,203
4186282,L. Kranz,38,4052,17
2744840,M. Diken,134,7420,33
50224209,H. Haas,33,1804,10
3349041,S. Kreiter,109,8198,32
6815231,C. Loquai,246,15667,48
48443124,K. Reuter,22,1412,7
48943325,M. Meng,9,1019,5
2373995,D. Fritz,18,1281,9
6857411,F. Vascotto,60,3652,20
7409757,Hossam Hefesha,12,1142,6
3803956,C. Grunwitz,19,1162,8
4251875,M. Vormehr,41,6262,20
48580461,Yves Hüsemann,11,2240,6
39413603,A. Selmi,22,3110,15
1819015,A. Kuhn,46,5024,22
33278417,Janina Buck,38,3572,18
5866997,E. Derhovanessian,119,10469,39
40509381,Richard Rae,16,2745,6
6690047,S. Attig,38,3471,14
98511785,J. Diekmann,25,4769,12
48308857,R. Jabulowsky,20,1471,8
4099359,S. Heesch,47,3961,19
144237883,J. Hassel,338,38798,51
4451749,P. Langguth,308,10609,52
3048349,S. Grabbe,402,21574,63
2319096,C. Huber,457,21965,72
2959585,Ö. Türeci,219,24789,54
9831825,U. Şahin,567,40768,82
4515514,F. Sacks,648,88084,128
4704909,A. Lichtenstein,682,48756,99
1410064342,Jason H. Y. Wu,141,21773,39
143722583,L. Appel,868,92481,125
5800548,M. Creager,559,96906,132
1411513989,P. Kris-Etherton,780,61924,111
152560451,Michael Miller,137,11204,41
38063379,L. Rudel,319,20870,73
145270915,J. Robinson,434,39085,77
4663019,N. Stone,323,76692,57
145563163,L. V. Van Horn,425,39861,84
4980799,R. Kort,119,4169,35
2694736,M. Caspers,72,2210,24
2203184455,Astrid van de Graaf,1,1,1
46705787,Wim van Egmond,2,159,1
2504611,B. Keijser,62,4453,24
6121502,G. Roeselers,62,3870,26
5822148,S. Harmand,34,1496,12
2109241616,Jason E. Lewis,14,901,6
4479345,C. Feibel,138,6264,36
39726260,C. Lepre,48,1676,15
3778344,S. Prat,49,1079,12
2005159858,A. Lenoble,83,2288,18
103949207,X. Boës,44,1302,13
35077634,R. Quinn,42,1940,14
1768366331,M. Brenet,28,942,10
27852817,Adrián Arroyo,29,1117,12
122756677,N. Taylor,12,705,6
2053335896,S. Clément,3,622,2
6948833,G. Daver,20,912,9
104751014,Jean-Philip Brugal,79,2025,21
3533736,L. Leakey,32,2024,12
4184488,R. Mortlock,79,6138,32
144122143,J. Wright,226,13845,52
8222563,Sammy Lokorodi,1,620,1
4930342,C. Kirwa,1,620,1
2120300,D. Kent,463,33097,85
39246234,H. Roche,78,4660,31
3888133,J. Mez,193,4095,32
3955992,D. Daneshvar,77,8753,37
1780739,Patrick T Kiernan,30,2273,16
5149814,Bobak Abdolmohammadi,26,1142,10
145695854,V. Alvarez,105,7315,27
144148046,B. Huber,102,2666,22
3763852,M. Alosco,241,6424,45
37464478,Todd M. Solomon,39,1534,12
40012103,C. Nowinski,72,10438,29
34724286,L. McHale,7,1193,3
4308896,Kerry A. Cormier,37,6049,27
6139434,C. Kubilus,12,5194,8
32266745,B. Martin,83,3263,26
8935269,Lauren Murphy,11,1108,5
39151516,C. Baugh,89,6906,36
20574603,Phillip H Montenigro,1,676,1
5390992,C. Chaisson,133,9215,46
6740638,Y. Tripodis,253,6988,41
4766599,N. Kowall,387,34805,84
5300269,J. Weuve,207,14056,45
3983688,M. McClean,228,13372,62
78132193,R. Cantu,522,39987,88
47986973,L. Goldstein,190,12675,40
3233531,D. Katz,141,9694,45
143854877,R. Stern,325,24622,74
40517327,T. Stein,214,11382,41
2710079,A. McKee,404,37056,87
2879239,L. Revell,80,11508,34
48481918,Yue Song,28,141,5
49828434,Betty Yu,10,348,5
143834483,S. Kang,50,455,9
11899625,A. Akthakul,14,1332,8
5197329,Nithin Ramadurai,4,203,3
2099101931,Morgan Pilkenton,2,172,2
144860814,Alpesh Patel,23,1720,16
46910451,A. Nashat,10,405,5
143810423,Daniel G. Anderson,343,47285,109
5163591,F. Sakamoto,40,1565,20
5246807,B. Gilchrest,414,21371,82
1405904071,R. Anderson,440,27910,84
35399108,R. Langer,148,15921,63
36933375,K. Sayre,142,12784,58
50455279,S. Rajaram,187,8791,50
2106288317,M. Mcmahon,17,772,7
39131390,D. Swartz,60,3071,16
3822268,J. Raifman,85,1728,19
6084834,Ellen Moscoe,17,863,10
2492419,S. Austin,362,16499,72
144597970,M. McConnell,96,2369,23
1958108,P. Crane,546,32381,81
32190097,R. Walker,106,3296,23
32037864,R. Hubbard,257,6029,39
1684933,Ge Li,89,6472,32
2059422,D. Nathan,440,111267,123
2115689023,Hui Zheng,22,2788,14
6422518,S. Haneuse,241,6972,40
113104327,S. Craft,463,36758,92
152494843,T. Montine,760,83682,119
1760142,S. Kahn,594,57585,109
2167510,W. McCormick,183,15970,59
5751265,S. McCurry,260,21376,61
153149282,J. Bowen,212,17457,67
3460438,E. Larson,643,51381,112
117809946,Odair Camati,12,15,1
6014661,Ashley V. Whillans,146,2091,22
144344004,Paul Smeets,32,1120,11
76975503,R. Bekkers,153,5691,33
2792469,M. Norton,335,17622,61
70550069,C. Birkar,69,1584,20
3799528,D. Canfield,382,45772,106
1994956,A. Glazer,298,22658,69
4110292,S. Rasmussen,315,24156,73
3826163,D. Jamieson,686,33638,89
5210019,M. Honein,275,24760,74
107890735,L. Petersen,226,17390,66
145729154,E. Osterberg,107,1137,18
32876072,T. Gaither,57,619,14
4511670,Mohannad A. Awad,60,618,13
2676292,M. Truesdale,33,382,11
30489208,I. Allen,180,3250,33
47219507,S. Sutcliffe,201,6164,36
5372929,B. Breyer,505,6745,43
34728811,E. Westervelt,72,3926,22
8564504,J. Grizzle,327,19089,65
2675021,C. Chevallereau,190,5697,34
9081453,J. Choi,34,1315,7
144796150,B. Morris,36,2010,11
143913410,H. Levine,154,3045,24
153894665,N. Jørgensen,254,15965,72
1399039181,A. Martino-Andrade,37,1511,14
77159871,J. Mendiola,117,4253,34
1401579187,Dan Weksler-Derri,3,711,2
5942416,I. Mindlis,11,793,5
71241485,R. Pinotti,74,2090,10
48585269,S. Swan,321,24301,74
4628853,D. Lachenmeier,337,9530,56
145424941,J. Rehm,1084,118891,118
47521347,K. Morishima,169,3738,24
32519478,Mitsuaki Kuno,14,260,2
50534591,A. Nishio,61,604,10
145144407,N. Kitagawa,101,2919,22
1399637761,Y. Manabe,18,260,2
4518879,M. Moto,6,273,3
46286563,F. Takasaki,574,10798,52
101594042,H. Fujii,187,4196,22
2054604666,Kotaro Satoh,3,259,2
49699729,H. Kodama,25,483,6
48338653,Kohei Hayashi,19,341,6
2042323,S. Odaka,901,31254,86
5806765,S. Procureur,169,2468,26
29854766,D. Attié,130,2838,21
29912121,S. Bouteille,9,314,5
