authorId,name,paperCount,citationCount,hIndex
8586670,Klaus Schlaeppi,56,8494,24
83861654,E. V. V. Themaat,13,2569,5
5564406,Nahal Ahmadinejad,14,3759,9
2073997336,Federica Assenza,4,1667,2
8431720,P. Rauf,2,1898,2
4539383,B. Huettel,123,6279,31
144403054,R. Reinhardt,407,54281,94
4905660,E. Schmelzer,107,10831,50
2057331122,J. Peplies,2,1653,1
152607099,F. Gloeckner,7,3087,5
2053789,R. Amann,525,91893,149
4918589,T. Eickhorst,50,4721,22
1384047508,P. Schulze-Lefert,234,33670,95
4365203,G. Pilloni,27,594,10
3264141,M. Engel,69,3389,27
48648760,B. Marshall,43,7057,23
5389395,E. Robleto,66,1024,21
2093018605,Theresa Dumont,2,32,1
152198319,S. Levy,372,34708,87
4379901,Williani Fabíola Grando,2,30,2
2035361,R. Corsi,214,3449,30
49052390,H. Levin,59,1793,16
88127261,O. Kim,138,6359,19
101317594,Yong-Joon Cho,99,6339,20
10161447,Kihyun Lee,39,5598,11
3347596,Seok-Hwan Yoon,22,12715,11
34432478,Mincheol Kim,81,9239,24
46403083,Hyunsoo Na,26,5442,12
2107886861,Sang-Cheol Park,20,9203,11
2857653,Y. Jeon,25,6227,16
2182614,Jae-Hak Lee,21,8258,12
5939425,H. Yi,102,9526,30
2911201,Sungho Won,207,24585,31
2111700,J. Chun,334,34363,67
2056106610,H. Kubota,23,749,13
4419311,Asako Mitani,5,97,5
33657352,Yu Niwano,2,54,2
47119468,K. Takeuchi,8,375,6
2125122482,A. Tanaka,3,106,3
2053950542,N. Yamaguchi,2,56,2
3338955,Y. Kawamura,167,5464,41
4455943,J. Hitomi,30,750,15
6791252,A. Barberán,89,5979,31
5743832,E. Casamayor,176,12128,58
153808544,B. Haas,173,79946,78
3328649,D. Gevers,157,60544,83
2034332,A. Earl,134,27804,43
6073909,M. Feldgarden,59,17528,30
2237431,D. Ward,98,20902,33
5141599,G. Giannoukos,41,24205,26
6378989,Dawn M. Ciulla,22,15537,14
5637620,D. Tabbaa,17,16094,12
6364756,S. Highlander,104,25566,41
2562042,E. Sodergren,173,65926,69
2324628,B. Methé,177,28551,48
145440656,T. DeSantis,144,45525,53
4561689,J. Petrosino,354,41516,75
2572558,B. Birren,269,99178,110
2345044,C. Lozupone,158,100960,64
1943284,M. Lladser,52,3906,14
144064820,D. Knights,200,84952,64
49228544,J. Stombaugh,45,43720,28
35075839,R. Edgar,69,100288,36
3025949,L. Tedersoo,277,28716,73
2041718,K. Abarenkov,90,16782,45
4590525,T. Jairus,46,3323,26
7413057,Ave Sadam,3,794,3
36051908,I. Saar,48,5307,13
49841635,M. Bahram,146,13222,46
3617493,E. Bechem,20,761,8
5541088,G. Chuyong,120,6777,39
143865613,J. Caporaso,45,36629,16
48736174,Justin Kuczynski,37,52645,22
2027458,K. Bittinger,214,55378,53
4755552,E. Costello,58,43005,33
145038277,Antonio González Peña,4,27462,2
2306305,G. Huttley,94,46752,36
2609706,J. Koenig,18,30282,12
145345295,D. McDonald,164,71164,51
5274575,B. Muegge,43,32709,26
47665920,Jens Reeder,42,38110,24
4486717,J. Sevinsky,35,30198,16
47178580,William A. Walters,44,56411,28
2865069,J. Widmann,25,28249,12
48348200,Jesse R. Zaneveld,49,51563,30
50211962,H. Jakobsson,31,4999,11
4047083,C. Jernberg,54,4697,22
1908606,A. Andersson,131,14193,42
1398284741,M. Sjölund-Karlsson,22,2479,16
32751508,J. Jansson,332,46239,82
4929785,L. Engstrand,418,23534,75
46957554,A. Engelbrektson,33,4668,17
3372374,H. Ochman,216,32014,82
40516351,J. Greig,64,4859,32
40371335,A. Ravel,62,1540,20
6789232,Manan Sharma,98,1790,24
7845910,J. S. Eastridge,29,718,14
86948423,C. Mudd,9,59,3
2110125323,Miyoung Kim,31,295,9
7618359,S. Heo,8,116,5
2108644662,S. Choi,10,250,5
14803797,H. Kwon,5,90,2
2007648297,J. Park,84,612,14
3602772,M. Seong,263,4056,31
2155231553,Do-Hoon Lee,14,192,8
2489495,K. Park,231,3002,30
145070391,Junghan Song,235,3304,29
4377675,E. Kim,265,8191,44
47133451,L. Dethlefsen,21,15677,14
1702469,S. Huse,79,31974,48
87095569,João Vieira de Castro,1,186,1
2151194357,H. Müller,123,3727,34
3278208,M. Toivola,22,1695,18
143989902,L. Paulin,332,16320,66
2387049,A. Nevalainen,155,7345,52
38395833,Mark A. Larkin,3,25063,3
2837124,G. Blackshields,41,25798,16
144626144,R. Chenna,8,25258,5
3162483,P. McGettigan,68,27509,29
2104631,H. McWilliam,35,52768,28
35320024,F. Valentin,10,29661,9
47194587,I. Wallace,21,26311,10
50423264,A. Wilm,57,41390,31
144037581,R. Lopez,100,95090,57
1734714178,J. Thompson,108,48407,31
34569434,T. Gibson,181,172938,76
15410046,D. Higgins,200,176975,61
2116218138,Qiong Wang,34,30741,25
3340189,G. Garrity,3442,47765,51
152584288,J. Tiedje,336,60461,93
145088244,J. Cole,151,40234,51
144720979,J. Rayner,6,571,4
10256735,R. Veeh,25,1844,13
48612527,J. Flood,14,967,9
2015366,M. Nei,330,270797,114
144514153,P. Shannon,48,39411,28
49371985,Andrew Markiel,4,30162,3
3043633,Owen Ozier,42,32492,16
1753105,N. Baliga,207,39499,50
2110239808,Jonathan T. Wang,10,30625,8
1878835,D. Ramage,56,51843,32
145703944,Nada Amin,37,30942,18
1776520,B. Schwikowski,88,38621,30
15018977,H. Kusumaningrum,59,1118,10
39433268,G. Riboldi,23,871,10
37759546,W. Hazeleger,203,3582,33
4961844,R. Beumer,224,6562,46
1598981103,K. Mattick,19,1149,16
52636896,K. Durham,5,338,4
37241553,G. Domingue,27,1570,15
1422276794,F. Jørgensen,78,3471,32
2068102504,M. Sen,2,224,2
3822814,D. Schaffner,273,6722,43
3048508,T. Humphrey,241,14654,66
81441810,M. Ojima,7,195,4
80846790,Y. Toshima,14,299,7
97905096,E. Koya,5,177,3
38534418,K. Ara,64,1984,25
31971524,H. Tokuda,204,8528,53
2053521840,S. Kawai,3,147,3
5690168,F. Kasuga,85,2110,19
2057545161,N. Ueda,3,147,3
144412903,K. Martin,11,584,8
14680731,J. Slader,8,763,7
39274922,B. McArdle,80,8947,34
38455187,M. Anderson,123,39518,51
93170405,Y. Chen,5,514,3
47013939,K. Jackson,18,1036,11
8991236,F. P. Chea,2,362,2
49797967,E. Scott,45,1977,22
47294118,Zheng Zhang,14,6236,11
144944564,S. Schwartz,33,16087,25
145011589,W. Miller,272,107865,90
2107523322,S. Shah,82,1417,22
47608074,A. Ruth,5,90,2
3964827,S. Coffin,348,13011,51
144677537,A. Brühl,17,2444,5
3550029,K. Schleifer,507,71736,115
4184220,K. Josephson,38,2310,23
5338284,J. Rubino,65,1802,21
3706478,I. Pepper,285,10250,55
33581930,J. V. Van Impe,264,9930,49
2033982,B. Nicolaï,145,4909,41
145047530,M. Schellekens,17,328,6
72132989,T. Martens,24,259,5
117661437,J. De baerdemaeker,77,2632,33
48145273,J. Thompson,31,109514,20
2065823723,G. Wallner,7,2226,7
4361365,W. Beisker,117,5688,32
27485644,W. Manz,89,9865,41
49936064,B. Binder,38,6955,23
145128064,R. Olson,184,16964,64
144777162,S. Chisholm,12,5161,10
143905083,R. Devereux,66,8021,29
34851754,D. Stahl,372,46913,104
4799750,T. Gehr,174,5006,43
2071683961,D. Sica,25,1012,15
30725472,J. T. Staley,266,16994,62
145514654,A. Konopka,179,14112,50
6113442,G. Rutty,246,3777,33
144192133,S. Hainsworth,101,2958,29
1404705667,Robert C. Woosnam-Savage,9,51,1
73842715,B. Morgan,103,2513,30
144169580,A. Brough,25,513,13
113152445,R. Earp,4,52,2
34164765,C. Robinson,41,1031,19
51248298,M. Morris,6,122,4
144068982,R. Buckley,45,289,7
11555114,Valérie Choesmel Cadamuro,3,8,1
5139937,C. Bouakaze,17,648,9
122172631,M. Croze,10,70,4
6273954,S. Schiavinato,17,201,6
35228371,P. Gérard,18,263,8
144140339,J. Fausser,36,779,13
40510046,M. Gibert,18,189,8
4833367,J. Dugoujon,157,5532,35
145860836,J. Braga,114,1738,23
50582519,A. Lamb,76,3303,28
144686006,J. Evans,180,6159,42
34643108,P. Mitchell,136,2546,24
49877205,R. Harris,91,1530,24
2107258212,D. Thompson,34,305,9
34716332,M. Larmuseau,129,2619,29
5175637,J. Vanoverbeke,63,2199,25
8217948,A. Van Geystelen,19,613,12
4904110,G. Defraene,112,894,15
4832223,N. Vanderheyden,41,702,16
108765298,K. Matthys,15,285,7
1953617,T. Wenseleers,280,9882,45
3594330,R. Decorte,165,4143,29
4009746,J. Paijmans,54,1589,20
35643130,Fengqin Chang,71,519,13
48661487,Xiaohong Wu,82,2253,23
48390930,Guangjie Chen,22,1053,14
144119900,C. Lei,506,6818,37
2112094585,Xiu-Lin Yang,6,87,3
12457716,Zhenyi Wei,13,328,8
145639802,D. Bradley,257,22826,80
3106521,L. Orlando,270,27790,82
1405174820,T. O'Connor,107,1776,24
4389088,R. Bollongino,26,3311,17
6562177,Olaf Nehlich,47,2584,22
7666359,J. Orschiedt,30,932,10
46726477,Christian Sell,9,985,8
3820363,Zuzana Fajkošová,4,228,2
50484864,Adam Powell,29,3239,17
144149010,J. Burger,92,9282,41
1995351101,Gloria G. Fortes,6,382,6
4002464,C. Speller,105,3072,29
1456265479,D. O’Sullivan,69,442,12
66700404,L. Foxhall,76,1521,19
145616721,I. Milne,41,3966,21
50552642,Gordon Stephen,21,1956,14
32882904,M. Bayer,80,5333,26
144555539,P. Cock,112,8500,30
2313947,L. Pritchard,88,7597,31
3350447,L. Cardle,45,5393,27
2449621,Paul D. Shaw,42,3395,19
145710687,D. Marshall,99,10188,41
1925678,H. Thorvaldsdóttir,40,44686,15
2115279017,James T. Robinson,29,28986,19
1727782,J. Mesirov,270,173011,87
47185607,Fan Liu,107,4748,36
2704865,A. Wollstein,43,3599,23
5879946,L. Kovatsi,109,2109,24
116521587,Arwin Ralf,27,1307,18
1421674244,A. Kosiniak-Kamysz,13,384,4
1816957,W. Branicki,134,4472,36
32631106,Richard A. Rocca,2,38,1
2385386,G. Magoon,26,750,9
2064302595,David F. Reynolds,2,38,1
48837956,T. Krahn,141,3505,30
5311579,Vincent O. Tilroe,3,46,2
3757920,Peter M. Op den Velde Boots,2,38,1
2321410,A. Grierson,75,5436,35
143965654,A. McKenna,77,61287,44
153576909,M. Hanna,4,28094,4
2147191,A. Sivachenko,121,98262,48
3251272,K. Cibulskis,137,124774,78
2425814,A. Kernytsky,24,31993,16
122006112,K. Garimella,40,38495,19
1399529321,D. Altshuler,32,39375,22
34428249,S. Gabriel,467,281223,180
87185505,M. Meyer,150,29032,61
6534571,Martin Kircher,96,27095,47
49615945,E. Hodges,70,7299,28
4604959,M. Rooks,20,3071,10
2785065,Z. Xuan,119,12922,39
40040616,A. Bhattacharjee,59,4444,20
145717100,D. B. Gordon,39,9962,23
144818828,L. Brizuela,61,7033,35
145929040,W. McCombie,216,56593,78
47892183,Heng Li,92,124255,43
3837944,M. Coble,125,4431,32
4305850,O. Loreille,33,1710,20
6450053,M. Wadhams,3,539,3
5938016,S. Edson,17,419,7
2060218805,Kerry Maynard,1,134,1
153354680,Carna E. Meyer,3,191,3
3129135,H. Niederstätter,107,4061,35
48498573,C. Berger,18,474,10
46404699,B. Berger,54,1879,23
5747536,A. Falsetti,46,2006,19
1763075,P. Gill,118,12019,57
31618890,L. Finelli,11,232,7
4398886,M. Jobling,197,11332,57
2559179,T. Karafet,79,4564,29
48259696,F. Mendez,33,3391,22
12447191,Monica B. Meilerman,2,837,2
4816778,P. Underhill,167,20877,79
3667661,S. Zegura,52,5757,22
2813007,M. Hammer,206,20874,78
34976234,Adrian W. Briggs,46,11658,26
2661364,U. Stenzel,33,11042,21
47857064,Philip L. F. Johnson,23,11596,18
2781065,R. Green,155,28076,56
144288819,J. Kelso,79,7482,35
3093288,Kay Prüfer,83,21166,40
143868757,J. Krause,312,31941,82
153215371,M. Ronan,12,10403,8
2506835,M. Lachmann,128,14562,44
2861780,S. Pääbo,459,84037,146
49894311,Paul Brotherton,10,615,7
4564106,P. Endicott,45,2275,23
120654863,J. Sánchez,65,3286,25
31995385,M. Beaumont,121,17722,54
48194999,R. Barnett,60,2727,26
1874830,J. Austin,176,6514,42
50440673,S. Myles,75,6445,37
1688040,A. Dür,41,925,13
6766297,Jonas Binladen,17,3952,14
2759339,M. Gilbert,298,29036,87
34783432,P. Campos,72,8093,33
1812266,E. Willerslev,433,49460,120
3574770,Holger Römpler,29,2172,21
2593340,P. Dear,87,7317,34
3777234,N. Rohland,153,22189,61
3151997,T. Schöneberg,269,11667,61
3362220,H. Spriggs,14,2352,11
47186625,M. Stiller,51,3629,28
7023284,Dongya Y. Yang,88,1718,23
2105912346,Kathy Watt,2,144,2
80133975,C. Mosley,7,18,2
10086083,V. Jaenicke,3,706,3
4888342,D. Serre,97,10307,37
2540873,A. von Haeseler,158,38170,58
145577238,A. Röhl,14,11118,9
3112312,B. Brinkmann,447,11936,53
36046901,Lucy Forster,10,1161,6
152409609,R. Andrews,28,4956,22
7211427,I. Kubacka,19,4534,12
4261230,P. Chinnery,853,46826,110
4492654,R. Lightowlers,234,14663,59
20414579,D. Turnbull,833,50674,118
74116405,N. Howell,159,13863,60
145027324,E. Heyer,135,6527,42
113778640,P. Dieltjes,8,935,8
87761791,P. de Knijff,195,17568,69
40157293,D. Abbey,3,13,2
2054476170,E. A. Foster,3,230,2
152459531,M. Jobling,17,2894,13
2113659827,P. G. Taylor,7,508,6
144427779,P. Donnelly,8,239,3
10118808,P. Knijff,102,3736,26
144590926,R. Mieremet,3,230,2
46412920,T. Zerjal,90,9159,29
1396409355,C. Tyler-Smith,430,55205,108
144643683,T. Parsons,111,8802,45
7364709,D. Muniec,8,857,8
145909270,K. Sullivan,30,2571,17
82188984,Nicola Woodyatt,2,475,2
1400885615,R. Alliston-Greiner,3,484,3
145692899,Mark R. Wilson,49,2144,20
47490584,Dianna L. Berry,21,2463,14
10310603,K. A. Holland,8,570,5
2960146,V. Weedn,83,2322,19
2155468,M. Holland,69,4255,29
84320413,A. Jeffreys,283,28810,79
46832541,M. Allen,9,443,8
5209901,E. Hagelberg,71,4085,30
14351588,A. Sonnberg,1,237,1
9352406,A. Aranburu,56,1328,18
1398339830,A. Gracia-Téllez,20,862,14
23494766,Debra L Martin,150,1941,25
13619129,R. Harrod,92,759,13
49807066,L. Arnold,146,5326,35
2843543,W. Sharp,162,6181,43
3507830,C. Falguères,177,6412,49
40136688,J. Bischoff,244,12632,65
1403022632,E. Poza-Rey,7,503,4
144050711,J. Parés,209,6941,45
79486987,J. Carretero,82,4349,34
5389848,M. Demuro,73,2332,25
144333191,C. Lorenzo,77,3176,31
1397899956,M. Martinón‐Torres,146,5686,38
144583264,N. García,66,5034,31
6671675,A. Alcázar de Velasco,3,491,3
1404786844,G. Cuenca‐Bescós,127,5164,35
40414331,D. Moreno,26,1029,12
2148756857,C.‐C. Shen,9,440,5
50528622,L. Rodríguez,31,1571,15
2054817627,A. Ortega,9,571,6
2107196119,R. García,4,367,3
6490247,A. Bonmatí,14,836,9
66209084,B. D. Bakker,20,74,3
1400535553,V. Soerdjbalie-Maikoe,32,331,12
39774260,H. Bakker,9,75,4
1422105864,Dara Fleming-Farrell,1,32,1
2093363599,K. Michailidis,8,57,3
2240467,A. Karantanas,386,5647,40
40005000,N. Roberts,54,699,14
4422289,E. Kranioti,129,1721,18
13399396,F. Jordana,38,297,10
1442612658,J. Colat-Parros,10,91,5
3623516,M. Bénézech,141,526,13
3768838,E. Trinkaus,333,19583,77
4119954,A. Buzhilova,102,902,15
152524498,P. Saladié,91,2571,30
145139746,R. Huguet,89,3827,33
1414646282,A. Rodríguez-Hidalgo,84,1906,24
144572538,I. Cáceres,93,4269,32
1416658925,Montserrat Esteban-Nadal,14,507,11
2066374258,S. D. Spencer,9,27,3
25035054,D. Frayer,99,4666,34
120502405,M. Lozano,50,2952,21
47068579,J. Radovčić,39,1787,19
49875087,I. Fiore,51,1384,19
4762156,L. Bondioli,124,3518,33
2118260044,Xiu-Jie Wu,15,786,10
3937931,L. Schepartz,81,1686,20
2117994208,Wu Liu,74,1989,23
102550458,Keith F. Otterbein,83,2960,21
3715541,J. Rosell,137,5128,39
144526124,J. Vallverdú,69,2804,27
34910079,A. Canals,180,6111,42
144409806,J. B. D. Castro,110,6011,39
1393537391,Pierre Guyomarc’h,36,759,14
1399145616,M. Campagna-Vaillancourt,6,139,4
12378487,Célia Kremer,11,361,8
6403563,A. Sauvageau,87,1484,22
1399271966,S. Jiménez-Brobeil,27,329,8
49232875,P. du Souich,6,72,3
10420863,I. Al Oumaoui,2,65,2
2891484,M. Mosquera,51,3871,27
3922090,O. Brink,75,1059,14
2171945150,Danielle A.M. Wieberg,1,129,1
2041721,D. Wescott,89,1608,20
33529874,S. Racette,40,1128,17
121668128,Charles-Antoine Dionne,2,134,2
5075651,E. Kimmerle,50,1513,17
3838952,J. Baraybar,31,716,14
31927187,B. P. Wheatley,14,384,11
6526767,A. Outram,84,3192,27
6435172,C. Knüsel,126,2479,26
123360060,Stephanie Knight,7,126,3
39339632,A. Harding,131,1520,16
145844136,P. Villa,67,6064,38
72089162,S. D. L. Rios,3,23,2
49790677,S. Sarmiento,17,816,12
2075514381,A. Muela,7,284,4
2118905228,M. Smith,33,307,10
49370086,P. Lambert,65,1715,19
35251830,C. Zollikofer,111,7333,39
4389705,Marcia S. Ponce de León,45,3318,24
35121984,B. Vandermeersch,75,4442,30
3287705,F. Lévêque,160,2378,28
4450092,W. Haglund,52,2377,23
46550616,M. Sorg,52,1175,13
36458401,S. Symes,42,1489,19
2111930779,John H. Williams,7,491,4
143855500,Elizabeth Murray,4,106,3
122186928,J. Hoffman,6,161,4
3639473,T. Holland,96,5378,25
40762320,J. Saul,10,124,4
33476272,F. Saul,19,358,9
37730420,Elayne Pope,5,183,4
37519530,M. Skinner,70,1931,25
7745188,A. Vesterby,60,7341,23
145545385,J. Jensen,35,1655,16
122470528,M. Nicolas,11,404,6
145746905,P. Andrews,225,9589,55
6874796,Y. Fernández Jalvo,2,148,1
32521200,P. Pérez,11,152,5
144043963,A. Gracia,31,2590,22
144543238,I. Martínez,40,788,9
120690169,A. Gracia,12,609,4
2067818479,C. Lorenzo,21,693,7
38088924,N. Lovell,52,1902,20
1398747468,Y. Fernández-Jalvo,116,3720,32
143814772,J. Díez,16,626,11
27842683,J. M. B. de Castro,21,1435,13
66996735,H. Berryman,42,1230,18
2093765083,S. J. Haun,2,143,2
2068748326,T. Berger,13,298,5
2139787041,K. Hussain,2,234,2
32538516,D. Wijetunge,10,281,4
38575583,S. Grubnic,38,1164,14
2214467,I. Jackson,546,10480,53
1577097835,Eric Mahieu,5,929,4
40791325,P. Bahn,303,4091,30
23406632,P. Walker,97,5992,35
3983354,T. Bromage,256,5260,39
50383333,Yolanda Fernández Jalvo,12,818,6
34086379,D. Weaver,47,1507,19
143667690,Eileen M. Johnson,11,421,4
66140237,M. Zimmerman,72,1196,18
49781661,M. Schiffer,205,9477,44
2107491599,S. Martin,2,8,2
5008487,E. S. Gurdjian,255,5859,44
144317189,J. E. Webster,134,2265,29
14961301,H. R. Lissner,57,2349,28
3245894,S. Butail,74,1241,20
4563566,J. de Graaf,56,1853,23
35262524,G. Rempfer,15,139,7
2478994,Ioannis Karamouzas,56,1284,17
87088937,B. Skinner,19,407,8
35170565,S. Guy,94,4967,30
2604532,Sepideh Bazazi,14,591,8
5549475,K. Pfennig,78,4499,27
4340450,N. Handegard,102,2163,26
3191663,I. Couzin,209,21756,65
2954267,M. Moussaïd,45,3570,16
1729346,G. Theraulaz,185,21925,66
3890475,V. Schaller,16,1058,11
40581564,C. Weber,62,3653,21
6288907,C. Semmrich,10,997,7
144652897,Erwin Frey,359,11695,58
2621271,A. Bausch,205,13769,57
32304277,S. You,17,57,4
2052326804,Dae Hyuk Kwon,1,18,1
11778195,Yong-ik Park,2,18,1
2109684506,Sun Myong Kim,16,52,4
143934006,M. Chung,53,149,6
2845005,C. Kim,115,1913,18
1979968,S. Garnier,67,3845,27
144373940,Anders Johansson,59,6762,29
38617241,M. Combe,17,1001,11
1403165141,H. Z. Al-Abideen,8,1394,6
5677629,C. Py,15,803,8
11431533,E. D. Langre,131,3913,30
2886869,B. Moulia,153,3716,37
46437496,P. Hémon,62,907,17
1842874,J. Grue,163,3417,34
2108081875,P. Liu,306,12103,63
145407806,G. Pedersen,155,3585,28
34014051,I. Farkas,56,14218,26
144098046,J. Krause,270,22401,77
144896582,R. James,80,7609,38
3288769,G. Ruxton,559,21474,68
2849146,N. Franks,283,20808,67
81468444,T. Janchar,25,240,7
13355438,C. Samaddar,1,35,1
48515095,D. Milzman,38,185,6
2523237,A. Czirók,173,7006,40
48603686,T. Vicsek,8,2234,5
30070805,Czirók,7,6182,7
1402852401,Ben-Jacob,42,8191,23
121442665,Cohen,5,6158,5
29953266,Vicsek,27,7937,21
30068853,Shochet,9,6015,7
1398522177,A. Drake-lee,105,1371,20
2120305718,L. Henderson,3,700,2
3261496,J. L. Cabellos,75,1252,23
14450136,E. Goiri,15,371,8
2064004479,A. El-Sayed,5,45,3
7435516,L. Floreano,269,4428,34
91933782,D. G. Oteyza,63,769,14
3854249,C. Rogero,122,2683,27
37392708,J. Ortega,205,3387,29
5995759,K. Ø. Hanssen,10,421,6
145477397,B. Schuler,62,2878,25
49342923,Antony J. Williams,285,9153,50
10204523,T. B. Demissie,66,662,14
38037289,E. Hansen,72,1395,20
2276263,J. H. Andersen,74,1764,20
2578860,J. Svenson,88,2277,29
2269352,K. Blinov,79,1656,27
2193831,M. Repiský,72,1705,24
8401195,Fabian Mohn,44,3753,18
28716180,G. Meyer,177,13451,55
143607052,J. Svendsen,93,3330,34
2034238,K. Ruud,364,14337,58
1995099,M. Elyashberg,102,1720,25
38261420,L. Gross,142,8003,43
89655587,M. Jaspars,387,10524,48
50063592,J. Isaksson,111,1447,20
35405569,N. Moll,124,6653,35
47078454,A. Criado,59,2368,20
5037054,E. Guitián,167,3983,34
145401869,D. Peña,171,5851,39
2541686,A. Gourdon,176,6474,42
7350951,N. Pavliček,28,1363,17
2618955,Benoit Fleury,22,495,12
40042525,Mathias Neu,5,320,5
9783825,Judith Niedenführ,4,249,4
1404045656,Coral Herranz-Lancho,5,244,4
3516875,M. Ruben,380,14888,63
7634068,J. Repp,126,5237,36
1800533,A. Curioni,328,14470,60
145793369,R. Ebel,172,6439,43
1394845559,Wael M Abdel-Mageed,52,1287,19
1916719,J. Enkovaara,48,3668,20
3511935,C. Rostgaard,11,3781,8
91101305,J. Mortensen,57,6352,28
37828207,J. Chen,2,1562,1
1904425,M. Dulak,23,4679,14
48096973,L. Ferrighi,57,4408,26
4424548,J. Gavnholt,9,1884,6
3474551,C. Glinsvad,4,1786,2
2095183927,V. Haikola,3,1562,1
31421044,H. Hansen,122,12617,40
6923905,H. Kristoffersen,46,2317,15
3018420,M. Kuisma,56,2941,19
49581982,A. H. Larsen,30,3280,15
1944728,L. Lehtovaara,45,3992,23
144921028,M. Ljungberg,43,2959,18
1401231909,O. Lopez-Acevedo,64,5147,24
2279563,P. G. Moses,73,10648,33
21539573,J. Ojanen,5,1807,4
144710311,T. Olsen,116,6135,28
4798504,V. Petzold,16,2868,8
3287552,N. A. Romero,51,2728,13
1401935209,J. Stausholm-Møller,5,1776,5
8658974,M. Strange,40,4746,20
4166386,G. Tritsaris,42,3299,20
31574202,M. Vanin,14,2603,10
116242542,M. Walter,64,6957,30
145866713,B. Hammer,247,34053,71
3098835,H. Häkkinen,313,22561,66
143990714,R. Nieminen,717,22993,72
6315226,M. Puska,277,9232,47
91531572,T. Rantala,162,4295,28
1422255808,J. Schiøtz,6,1601,3
143955288,K. Thygesen,299,17432,63
143839259,K. Jacobsen,269,23858,67
4722163,P. Liljeroth,173,8330,45
11257502,C. Vavilala,14,245,8
77219115,Neal Byrne,13,444,8
4596267,C. Kraml,41,1340,18
39917441,D. Ho,239,3657,33
35287126,R. Pascal,297,6557,37
123159086,Chia-Ying Lee,13,160,7
2373408,Ming-Jung Wu,86,1422,21
2836723,I. Horcas,5,6550,4
2113401896,R. Fernández,2,6411,1
1398420125,J. Gómez‐Rodríguez,115,9688,25
79971162,J. Colchero,126,10156,34
1393617994,J. Gómez‐Herrero,181,14577,43
46622982,A. Baró,166,12048,41
31508438,A. Zhao,86,2578,25
2178007992,Qunxiang Li,156,5195,34
2143804150,Lan Chen,8,774,8
3555470,H. Xiang,293,9907,53
2144315158,Weihua Wang,58,1884,21
10566483,Shuan Pan,30,929,10
11181312,B. Wang,15,755,9
50405274,Xudong Xiao,232,7014,43
46477668,Jinlong Yang,767,34909,97
32401682,J. Hou,260,12998,59
5139935,Qing-shi Zhu,144,4036,36
38573023,Kevin D. Lewis,10,113,5
3311282,A. Matzger,303,23304,62
152862966,L. B. Hansen,27,8124,17
153365682,James P. Johnson,22,589,13
14394366,D. Bringley,15,389,7
4827434,Erin E. Wilson,18,676,10
37459527,L. Beck,35,1856,23
4105465,F. Giessibl,161,8891,40
2517291,I. Alabugin,249,7104,49
1975873,M. Manoharan,61,3650,33
3804121,S. V. Kovalenko,27,695,12
1822422,M. Prall,46,1229,18
2215626,A. Wittkopp,11,913,8
145191145,P. Schreiner,712,17466,57
30128618,Hla,3,579,2
115549557,Bartels,17,862,8
47328707,Meyer,330,11929,56
78429472,Rieder,39,1674,20
2480870,M. Hofmann,118,1592,22
145715710,H. Schaefer,1205,44362,93
151107184,Michele A. Brooks,2,36,1
6857905,L. T. Scott,351,11947,55
4785480,R. Wiesendanger,706,24377,76
144414405,R. Grubbs,969,66258,123
152421333,D. Kratz,40,224,9
3713713,G. Somorjai,1347,78300,132
5691426,J. Perdew,425,69470,84
2128023,A. Zunger,916,60983,111
2109320084,Richard R. M. Jones,8,478,4
40317305,R. Bergman,857,42334,96
69514348,D. Skoog,41,7278,16
145450694,F. J. Holler,38,4947,15
87395608,T. Nieman,77,6780,30
39244054,P. Hervé,33,3082,15
2547757,L. Zago,80,5239,35
2946115,B. Mazoyer,414,41648,92
1398099420,N. Tzourio-mazoyer,179,26327,53
2213003,T. Satterthwaite,387,20402,74
2637967,M. Elliott,270,12381,53
2309581,Raphael T. Gerraty,17,2075,9
2023951,K. Ruparel,200,14753,60
2650804,J. Loughead,100,9417,45
1837911,M. Calkins,293,14135,62
1717616,S. Eickhoff,852,58602,113
48391237,H. Hakonarson,1101,109712,156
2133475457,R. C. Gur,151,8988,50
2406788,R. Gur,997,66069,138
33506831,D. Wolf,160,10639,49
3348175,A. Kucyi,73,3898,31
2099442,M. Hodaie,249,6810,44
32487951,K. Davis,257,20645,80
2333008,M. Milham,366,45281,100
1381621217,D. Fair,14,3106,5
2395933,M. Mennes,151,15773,50
7517252,S. Mostofsky,307,23740,71
7339518,D. Tomasi,237,16240,68
2184066,N. Volkow,1197,117816,170
2219113,Victor M. Saenger,10,290,7
143762906,F. Barrios,117,1684,22
1460241827,M. L. Martínez-Gudiño,4,64,2
50013770,S. Alcauter,69,1474,18
2633053,M. Moayedi,64,2761,24
1398191746,I. Weissman-Fogel,78,2809,25
34677239,Jonathan D. Power,62,24684,38
48537614,K. Barnes,67,12965,24
40077116,K. V. Dijk,20,3155,13
2369409,M. Sabuncu,236,20662,53
2990267,Jonathan S. Adelstein,17,4076,7
2542164,C. DeYoung,199,14737,56
144055554,X. Zuo,206,25310,61
143715014,C. Kelly,103,21143,56
12721071,D. Margulies,345,22257,68
2065223826,Aaron Bloomfield,1,284,1
1981339,F. Castellanos,418,64166,114
34888552,S. Iwabuchi,37,844,16
30142558,I. S. Häberling,14,657,13
1401047414,G. Badzakova-Trajkov,20,809,14
