paperId,referenceCount,citationCount,authorsCount,occupiedJournalPages,authors_sum_paperCount,authors_sum_citationCount,authors_sum_hIndex,altmetric_score,influentialCitationCount
8813665f2225f98552181b89d2a537d6196e4dc2,116,374,2,23,189,9961,52,13,27
0f9775d0a0422500a4fe3989319b59ee0fe7042f,79,54,2,0,135,4193,34,3,4
62c9babd5279c0a59495e142bb5eed50f429ad71,46,51,3,12,162,6601,54,0,3
0686884a1c1ea119d3303b0c76477b7987c8926e,23,19,3,16,109,3610,40,0,0
3923ac612687549bc24400b1f5f27d2a8ba04d3e,50,170,2,18,60,5472,33,15,12
7645e25df25cd8a188ccd6cf8f1ba01da1617e0d,81,47,1,25,305,19440,67,3,5
98421328ee0f18f41f11b880a8cd697c346e7140,75,64,1,26,305,19440,67,19,5
aaaedf8fa5e73563566a011b9c60a87dfaa53524,33,97,4,10,395,8528,86,17,11
b7d0c1c6b68937fd6289a65b9af4a4ffa1359b0a,47,67,2,0,477,18799,92,18,6
e2b5f04eee13adcace32386e69c81baec942f2ed,52,104,1,18,62,1532,19,13,10
fe191babaf65680d96e9eb8597c18ee87dfa3580,31,192,2,12,158,2574,35,13,21
690f863f7e4c3a120466e96ed29d41e7120ec0c0,16,126,3,4,421,39745,135,18,10
14cd1db214b3f68f4483445b360469c15869d317,163,458,4,0,421,33007,128,101,42
b4a12471ae376c2b070dc5e9631b83c545eb0451,92,359,2,0,97,6666,44,25,24
f7727e69b442bd01e28c7baf1582910606fff21d,31,91,1,11,61,3058,23,0,4
1800df561670ef54a3ff9ae06684d73c82c397e4,201,268,3,0,179,5529,54,0,2
04cd1726919feac7ba63b651e9914a4c69ee8bf6,34,16,4,0,186,3341,54,9,0
4e1b86f1a5fae8e411dd7b91e845904e5ff9f46d,44,103,4,20,105,3109,39,9,3
c5695bc0903a95ec554a4f6b4dc03756f29fd8ae,92,10,2,24,114,2625,28,0,0
ab7ddd6228a450c21e21b7428be0837bd8e84259,86,514,3,0,252,11555,65,0,47
15fbe5a59c2dafc19b8a1a176e61a94e54d3fb8a,281,343,2,0,93,2467,30,65,22
70e80e9a3534a8efb0d32ea9b571e02215e3fc16,44,66,3,0,142,5201,46,26,4
b9e948465e8dc9f2837de23eb2c9e51990fd7997,90,571,2,0,547,14325,72,22,51
64fedb0d066a4cefad9f84b27bbba823012f0ecb,219,39,1,35,70,1541,19,0,0
ed8b87985d88fc678f1075e467a2b4cd794985cb,80,106,1,12,47,3336,24,6,7
288f924f41acad5a70d9474d0cb913d7bc25d69c,46,146,1,0,18,513,7,0,18
36a55a6967b0a2b5f96084c94889e047fa0ebfd4,62,308,3,0,319,16914,96,0,30
e82d4f156c0cb8f9115dcd060f48abb2b9b6b6d2,35,5,2,0,139,985,24,1,0
7c268cc9053b5fb94afd5b73b3342c25edddcfc6,66,634,2,0,425,24111,104,51,35
dbdd1ee41c5b79ebddf9499fe3536348b48048b1,53,347,3,0,144,6016,44,0,58
604e08bff6fd1238c6903d16fefc1ffe40ea25e4,72,58,4,0,456,14288,118,14,7
e7c6a12a101882433a8dafbb689a259f9f7140c1,64,103,1,30,43,1458,17,1,11
bd712a0c23b454d8b74372d1f9243f7090c71fd3,67,79,2,0,187,6764,57,0,12
dea6b1c837d8883388ac9ecc47d8d85d269ce48c,35,215,1,0,55,959,13,47,38
f6e385d01b2cb768a3e373b211b5eca71b617a32,21,81,2,8,238,11787,78,3,2
8ae0da4c3a26d3d95b1afcd095f603df704a2ba9,58,190,1,38,39,1843,17,6,18
6cafeb257f033fbe978e0b286044d2132f71a431,29,198,2,0,75,4832,32,16,29
b7e71fd9e5a745a80fd7820eb104d206f9e43d0b,22,67,2,0,88,6414,46,12,6
c1fbf032cbb514d5e217590ed078c150232464e3,130,473,1,0,237,51086,82,104,42
150290111113df7b8e7739ed557bf81f7134ad01,36,86,1,0,41,802,14,1,21
06f4f0b786e0b581ad858f8b3e3ba29f7af7aba0,65,207,2,36,104,7654,41,18,15
4d32fd7d9e977d8fae09bd9b6df9d775140f0de5,39,107,1,18,126,5142,30,3,14
7d28947c284305c5b1084ce6c6b66ea7907f1e17,44,363,3,0,432,54366,133,89,29
a397dba1575ed83cd211a0e93119d4127311dca8,46,19,1,0,47,3336,24,58,1
12b4ab2fa6de926d90876c35fb6792e20837b290,75,224,1,26,98,5819,20,9,16
08cb83d1bf2e0e7ab744a9de1188d68f205e81ce,50,103,1,0,99,3501,29,17,10
fc103e15fc3b6c1a8a3b61f36fc463f4d6c11336,20,79,3,25,169,7941,50,0,12
438721e199d5835659477a7f054c31a616b631ad,7,124,1,0,85,9994,35,10,22
0a83a3bc7281f6ebeb8e64df8306162c4c6fc28f,83,296,1,18,260,39690,62,17,28
8c00041deb879f371ebd059456c5778c6c66985f,31,130,1,25,98,5819,20,10,14
decf5237c1576752f7b79c79a0a7b955198ffb28,42,150,2,15,145,3696,43,9,21
df9ec048d91248b8c70485553e79a1f29f2fbc3c,13,175,1,21,48,500,9,18,14
1b50560db4d8020ed747edad346ca69b2200eed3,45,573,1,43,70,4274,29,70,60
3ecb9dded7c1d9082956df5e7e6e5f490443a72f,66,255,2,27,125,6550,33,9,5
5ca4e4dddf568ab29e2464f235bcff0f35067f2a,56,524,3,0,432,54366,133,35,40
c85e288582b2a1f404484f34087f2abd3e2d28eb,41,499,2,0,174,15075,73,7,56
79d242593150a2cb248e1680d0af32f0ca279509,64,42,2,0,104,7654,41,3,1
66a872f42782b248ff65c5b010b3c069f06bd06d,24,159,2,0,88,6414,46,3,10
551842c113aa0e940c0564bbd3aafb92c18232ef,9,193,1,4,123,8760,43,12,15
98489997cfb84aa6e4c883c27ff50eb212d3dbc8,10,68,3,3,267,27051,90,12,3
5e0909ac7c2f484efbe3bb9f3393e6d6e65e2f27,107,689,3,0,386,56937,137,38,88
35a9aa649c8b4d55c39dd575f5745932d63fea8c,45,2071,1,0,63,6596,24,2,293
5c292a9d60762a8595db66a339a81d3c812ec4d9,45,271,2,12,98,5334,31,6,23
195a81bcaa74b520dd35ce5b0d5b694d5f24daa8,34,264,4,15,341,21154,115,24,16
e7b78f8071d60f09343577d8c0ea5fa13072f40c,50,239,2,13,155,12682,52,9,19
ac6f52c6ac4cb8dd7a0ce15b4b211c85a011475b,93,375,1,0,123,8760,43,32,31
fc2dd68e51efd21c7cb7c21c93d1c4c75f1d33e8,48,164,2,24,99,4612,42,3,9
10fde403903b6c3500810728ae47e81ed96ae73b,19,166,1,6,56,3279,23,3,19
5b0e1c25adcdbcc355728e73bf6597d2a782acc4,39,370,1,0,29,1373,13,0,25
5db8500ecf94193d93c09959073f617d21793a50,58,738,1,23,58,7294,29,38,88
fb339657ee6bd4d98841bcd213a1dce07c1fd5dc,136,197,1,0,29,1373,13,0,13
d9b93a444a17f14c006ab163e273c872617a1675,46,34,1,0,135,9809,44,4,1
8352290b08ce61c1e22d08665031eb33df3c85e9,46,323,1,5,50,2616,17,6,28
09e88e8ab79f8c69c265892e4f42f9a7e0ba5d1b,107,490,2,0,332,23907,77,0,40
de2fd353758d955d128445a65ead77d389d1117e,48,1190,1,0,42,10677,22,3,231
a334a097b383d8d8d98635872acdaa9bdc858d12,111,1037,2,0,175,21986,71,71,70
b1c2af732dec7a6821947f269d83f4496a3e6343,35,1690,1,22,42,10677,22,30,287
7a0799ee4d95be96c3c2232e4ddbd20bd2f02b15,55,184,2,0,105,17273,46,4,11
ec399d3659ffb00efeaa5708aaf4eed730ee91e8,44,289,3,0,192,3980,47,70,28
68da2a48dbc01582a482aefc499a5de0f9803f54,19,42,1,0,1,42,1,3,2
28354dcaf6428b3066bb425c8db2055975139d2d,14,62,1,4,191,6714,47,4,8
cc032e16df6f7024bac86ed2182388760687109d,124,333,1,0,85,3440,26,6,24
568715034c26fa24e26d45d90ba344dd7bf7886a,3,274,1,5,4,278,2,0,0
bd0123289b012d0ce0a27fa9cc3a1ecfa0bd2ed3,38,346,3,0,425,25040,143,13,16
0db226e2842aaa88fd52030200fd5c04bdc3338a,37,42,2,0,108,2148,33,0,3
c5fbe28c20bcede4e6754f09de58bec6cca9b2b1,42,157,2,0,91,6130,39,3,11
2a612b63451ba2c6fdbff635ffb13d35eda77c5a,59,723,3,52,218,31609,77,11,43
80725f2ef4452ac86b04631b2dd6b7a909f3ad00,76,429,2,0,125,21119,55,16,36
a87315b0e7c8e19c1237d56545844ab39a6b8ee7,72,491,1,0,135,9809,44,25,39
17a0fd326b8f66bf76e6f18940d466787d79bfd7,35,270,2,0,210,22754,73,16,17
6b29eace750eec8b38c65202f203f40e7898aac7,47,76,1,0,70,3478,21,3,4
4e9e45eadd57975645f699fe0eb14babf749885d,31,107,2,27,219,16269,69,3,4
ddcf701471a1fe1cb022944681ddba424b3c8062,0,77,3,0,133,15113,52,0,7
f2351de15f21cda46da1763a52cadbe009f296cb,41,317,3,0,103,6560,49,20,13
437ba4965132a2d879867612d0acfff76de86435,46,399,4,14,315,33023,117,22,55
47cf94ba9b76578434b66bda4ac2bb9acde7f0c4,31,224,1,31,135,9809,44,21,18
2ec801fd27970638f6ee64c59aa630838d6fa9b4,81,803,1,38,98,5819,20,17,44
6e95bbe7894a8b045b0d1cf50aa5ab406401a2b8,7,201,2,0,111,8491,55,0,7
0553200c3227e82561d8a13165b9ee297a4a15a6,31,54,2,0,145,3696,43,0,3
6d3421fdc64d09519bdd23ff2488df9400817683,32,183,1,0,65,4722,26,6,14
24cd96aa3267f21b0cbb3706e1a22d7a95a9221f,14,2554,3,8,321,44156,109,48,174
7727782c23dcab203feabf5400ee2d0e73ff1e91,20,1030,1,46,119,12340,45,235,101
948ad7ff478d48500350278e93c6559c06f7cc2a,40,424,2,7,609,49124,136,15,31
8367dbaf04d74d29beceee3e8f879a32921d3b51,25,113,2,7,797,30902,116,1,2
e50ff16c1f76e6bede6c4f0e8c5b0a71c522314d,39,459,2,42,334,66698,120,1,45
ef3d77d9c7f3943cba709b3f61d6e46e930d9ea9,32,99,3,0,270,41278,116,0,6
23272b54be9ac651186bf19b2299f59873b0997c,198,3362,3,232,730,176776,215,10,201
ce06cd56dd279a49ff669152b06fda681a192824,26,1887,2,38,124,18224,61,56,117
e29ceffce6e15f3e184c7490713da196fdaac59b,199,1698,2,89,281,82020,125,18,145
21dd618f5ae113b5e4092403a65777765908a4a0,14,936,1,17,114,9852,42,12,180
5423c981bb75537e4e773ebd623384b61e20e983,29,163,2,25,100,4725,31,6,19
0c56040806542a83bea1cbc3e4083d9f3005176e,19,1700,1,0,99,14470,36,49,251
7fe59a873246a62128549c29cb3543cb9390f1d5,1,3832,2,0,644,65522,138,7,544
5f964b02a93bb837c34c284b1580d92b45b8dad9,281,498,1,78,79,11073,34,0,42
6ed0d74a74850568d8d9a92f49c2e90317dc722d,13,4406,2,0,436,107975,158,19,312
729cb7a620b4e81b63b281627474020cdfbadd39,0,19812,1,157,178,41199,57,0,2275
3ff91f28967e0702667a644f8f9c53d964d63e4c,78,3224,2,134,464,107232,138,20,675
ab904da42d1a3e52ad837f7a6d3049bdd64796f2,0,312,2,1,188,5833,42,0,30
b0dcbf938c06ea6d75d7e52ab751f6833faa097c,23,123,2,6,349,14629,69,0,9
f9cce2ca192180e1a404a7577752a9c8ea8259ed,25,24796,1,21,246,79284,76,75,1382
1bf14ed7b77f22b11cf486ee149d0d04b440e4b3,21,2682,1,0,562,150042,151,0,166
0ebb29615b1569e9ee219f536c9ad64ae5fce36d,8,1356,2,8,272,61939,82,28,45
f1082294c35fa208d7af4fae32a47753d2c6c5bc,0,533,1,0,24,1446,8,0,42
dd8511cb7900e8ae2d2dc02f7739db6b448ab683,25,1159,3,9,470,13761,77,0,91
f6854635c3f2fda42037219669739d405c51fbeb,38,282,1,28,353,66333,105,15,17
81b72bcd126a9f0e731760f7df1c2f235791bc3b,62,200,1,37,76,16166,35,0,13
585e45f2f7eca92bbb7ec653a5e344d577eac0ae,0,8,2,1,89,440,14,0,0
0af4fa11d60430fa6c5acdf83bc2c8057b10dbf2,7,13,1,0,1159,44479,99,0,0
7cbbfb97ff35371b2a75cf386243d20955d3f8e5,0,183,1,36,137,8289,37,5,2
86f23c87ab519a57e929705452b60e3b9f0e6d7d,0,4,1,0,29,561,12,0,0
6a49e57f1139cead600ff8bb6bdb29efca23d92a,0,176,1,1,29,613,9,0,9
ac619a4a5b73d83c3d16254da2f5e8349784b784,64,1357,1,23,155,42362,55,18,141
5cca19f285f52e91ea305c4ad3cbc1955e6d9246,0,135,2,0,274,15122,83,0,16
1354cdce1676d5664615954af9824470c39d74d2,24,356,1,34,697,87074,118,4,19
76462266718f1c56016eeb9fae0f1a9a3577ff66,0,101,1,1,22,600,5,0,7
ef8aa604958d4f6da1114fe9dc90f4c4ce16839f,0,206,1,3,103,1094,16,0,5
5aa93e52cea28b0ffca274ebe01ecce64e518135,0,481,2,0,475,36266,121,0,13
d9faa0dcadc335bb8ab40c9e8fe749544143e384,1,572,1,0,206,3306,25,0,21
7ec0e862af39d5d6de9e6ff1ce1919adb6c7b00c,0,4451,1,0,358,30586,44,0,276
e6275fe16b2412d0bf1bdee260353fdc2006ea5f,0,40,1,1,63,782,13,0,2
60a7d296fa705c25dcc00af5f4d1ff1111e0abeb,20,115,2,0,541,60932,143,0,10
b11389848be7e1d7e2055aed53d7367469e63e02,0,52,2,0,72,1034,17,0,2
19a0a52437a6430f774326da530ae8ad5f899b60,0,244,2,30,291,13381,65,3,13
694c48d02012125ec0db06e810aa9ea1fbf67aaf,0,4553,1,0,28,9945,17,0,654
a19fb69d0859544e5686d7679ba7a7e5ab73d735,0,538,1,0,87,1322,16,0,43
86cc7249bc2ff873520161dd3ef2135b71d452cc,10,37,1,26,49,3193,18,0,1
82f93dbc0d59c93b3c88c3e18beab552e5b85786,35,145,2,16,136,1150,23,3,4
3f895493780d0f46705b0889a9777020bcc70a6e,36,1662,2,22,168,24863,73,37,74
148163add0d08d5535b6198f880de79b2d1081e5,0,40,2,0,5,85,3,0,2
30c40f8c16848fa14540ef47afe0cc8b381b1ff9,37,5122,1,21,131,35506,55,3,357
7c45d1f88ea16a0d62ec0353a5fc6a3e9d037eaf,21,705,3,33,516,25556,122,28,57
6d4a1e79f19160fa5bc5ff1c1fcff377b000112d,0,1679,1,0,63,7898,19,0,90
886f590ed3a8d973556357727cd9b600cdf4eb9e,0,24,1,0,61,622,11,0,4
f98e69f9cefeb8eb7998ea5fcad3ea211018b39d,24,1590,1,17,42,5353,14,7,181
356b0b0b1a71bfc3af8c4ac4111f97fcc4437583,31,836,1,0,97,21569,46,6,82
f77b53fd3a3bce288cd57dc8cbfdf980356a44c9,36,68,1,15,62,3234,23,54,4
cfc0ffa8a07cfdf87a477fbd2f584143f76278ad,0,254,1,1,74,3018,18,0,17
467d76a4de873d8e22814bb93a37691905b7c717,0,1049,3,0,218,17837,92,0,51
81b5ac72eb188197d93b7fc1c8803adfbd618245,0,529,1,0,229,24575,67,0,19
883a63453e65ab3ff2008e5d5048632ce094564a,0,273,1,1,100,4912,29,0,6
3a65d9266e5933cff998a2956339975193065540,0,58,2,0,146,7254,47,0,7
1aa7642927827ad3e5eae6eb581ae251fdc0a875,0,2193,2,0,7,4398,4,3,55
6d2e9f59ca06efd9c16fd46577cd9fd01f53b240,14,497,2,1,313,56733,103,0,21
30579eb7d227b0249be0bc3fa33b5a2b73e0fea7,28,3032,1,11,152,27299,57,34,338
514b06b854eccff0a06d9c36e96b6292b406d0bf,0,1596,1,0,422,23137,63,13,67
fdc3a5ae6adb8ce34a42db65efa11aabf714c582,0,286,1,0,115,2342,23,0,11
a5e4cf05e0f72d1a18d8df5d8b18b062a74834b6,0,288,2,1,251,6641,53,0,3
5b1492cab9c7abf6cbca8de6a4aec0c223b3a771,2,3449,1,0,358,30586,44,0,189
4d85a3d5598f6032a7571937df32ad09e7cc0807,3,510,1,0,29,1368,6,0,35
0ea3eedea67f8574a6f5a3d5837a29e1a87f27fd,0,1462,3,0,320,24657,103,0,76
a3b4ac32bff3fe2cb79a2d1e6eb74e73c42db66e,0,16,2,1,116,309,13,0,1
0c653128fb536ca32264744fe3b02fdc012a3a1a,39,420,2,0,371,68663,138,4,36
0bb7f90ad094f1e42778c3a1417ca94109d554e1,8,563,1,0,68,3799,20,0,22
15ff7c6624c2284b8bd67626507c24644f5ea43d,0,196,1,0,32,345,7,0,4
4b4b0e07f70b4dd1ab8d8eb960915fde6a9c3e10,0,571,2,3,162,3120,27,0,24
fd8c2ee8238eaae06a9d05dd10e415dea1300a2d,0,108,2,1,33,918,14,0,2
96bbaaba151c717f598998e42e2297ada3f7a1c3,0,212,1,1,459,1142,15,0,20
eaa954448373182aaf63adbb396601d035efa04f,14,1988,2,13,89,5727,27,30,64
45c30432f58fecd52b30bdc2309426f7ce8c2b0d,0,187,1,0,117,3793,28,0,2
d6ff9103c55743fb42a12d315b94b16a303b8b2a,1,416,1,0,123,7391,29,0,15
b4be19edf1e2a1a2c58cd89d097a24c6963143ff,0,36,1,0,9,55,4,0,1
91b7e9243c6fd9d3b8546b1caf3f724f953c7717,0,4079,1,3,11,9743,8,0,586
22a9cb6d925f14a7d88c5a9b0147a2a4609d66c3,0,911,1,18,155,42362,55,13,86
ea6cd16fc2518674976d0736b829ebbfe8a097e9,0,4973,1,0,98,7580,18,0,258
bd86bbb769231392642a6d9dd26d98475148b59c,0,66,1,0,100,2072,20,0,8
9969347ba8e45e912e04cef5c0729c522c928567,0,2117,2,1,285,34347,82,9,66
ea8145c794cce8d27e6bca5187d49f9b8285fa45,0,255,1,0,154,6653,37,0,8
84c2b977344bcd28cf9b65a18ec9b9e6b67d2236,4,1127,1,5,697,87074,118,16,106
a9342fae455a0cb9f50d076dc23508b84f1288e8,0,9,2,0,55,1667,22,0,0
ad20a1e780373d87d0a57309a283eaf51dcb33d3,0,356,1,0,10,677,5,0,5
d8593c12e75025c27920fe8a86221f58d09c560a,0,408,1,0,201,19310,49,0,14
02e4f7125c65eee0de6ae3ea3f7c10a095eabbb6,0,31,2,1,44,1608,21,0,0
30f7fb639fe38e0c9aaa40087e6a5a0d35d2b84f,0,119,1,2,72,314,6,0,4
e4df8c2988d692f59cbcfc21131b573d189926d3,0,3649,1,0,389,68024,65,0,185
0b30363f223a1087d4577d7da6cf4c435a791856,0,682,1,0,11,685,1,0,16
7c84f14c9c3dcb1c5f5900ecc10f9874d9fb0999,3,4316,1,0,248,11646,32,0,306
d81c8e2890c5e9156f0d76d25da10b3ce0cdbc50,95,323,2,18,89,3052,27,57,26
7a886461b5de636d4e18b6b4955e767ea98a2a18,50,102,3,22,162,4885,58,15,16
76d9ee32745d217b5b15c1c0f1f6e3e21a583511,62,55,2,28,37,2538,23,0,6
25704518e5107410c0662a0c2f2cce890c69fd37,34,622,3,0,283,31835,108,82,50
e9121c95848e5096182388c41b84162375712fde,63,27,3,0,129,4009,47,0,2
a20e375930b63360023987394f5fb4eddb00c26d,9,89,5,0,297,11065,103,0,10
3dbdbd468ba9b078aee772df7fd2458386dd6fde,82,48,1,34,12,332,7,0,16
353e3658378d927cac77230c203ebcecd738f950,45,82,3,21,264,8734,64,3,5
e3f0f86560c17e387dc4e9926a27ed73ac96c4f7,38,255,4,0,261,22669,109,58,23
ccfab1481cc6b1cf9134364bc74fd78ecd8cb2b6,108,367,3,25,114,8264,51,10,44
ff8b2b64d2fe6d89e7e487b2f54bfe690b1faa9e,94,73,1,29,39,2206,11,7,18
9f344dea0eb83b254ad343cb2b87595fd93076c5,2,32,3,0,193,6767,66,0,1
1030c342455b3a54ef5bed3bba6325e84bdfc0ab,25,152,1,7,55,1441,21,17,31
d2855d52abc90944ed4617f33746a2441ef8c6d6,102,59,1,33,9,378,5,0,6
9906153cb3e72cd0a262743441c60cb50d298917,119,101,2,34,18,890,12,0,11
39a08f64acaa3aafd6305828d3ec6219b7770280,121,130,6,0,244,18734,117,0,10
421c1afd46d272e447c17417277a632bcd645abd,145,125,5,36,236,5417,72,0,17
f37858054f22951e1c64994d65b2e0ecc91783cd,255,94,3,44,231,8273,61,5,8
71b97a324c5439365e1772170b93fcc97df8b762,57,120,2,50,82,3947,34,0,15
8b8e573eac5eec0da64635ecfa34756244a5ed03,44,60,2,1,101,928,20,1,10
41751dc0fc77ef638948e4abd6cda52e983bcf12,36,3,1,1,51,224,9,0,0
ec96fe0ba378523923df8eda616f7b80459240c0,0,348,1,1,41,1142,14,0,27
da71ad6b319c14aa950111a606da48960c488026,70,147,3,25,342,30260,118,1,11
99cdfe4cd0c7032dfa9460e96387ce256e5f1e11,61,122,2,18,58,4954,26,122,16
cd8a70fce9363f4674741f2ae3b7a2e239f9b4fd,63,381,2,23,138,7621,51,11,32
12b3abd7e0c5979106ff7fa4f858682c480d640c,69,168,1,28,55,1835,22,3,30
7b2cf645f14f7540340a307c9143a27d06e6b1e0,0,30,1,1,41,1931,13,0,2
76560f4ba2d085b5fc9aca489d2e53237eea922e,103,164,2,24,107,4060,37,2,16
47763dd58ad25f33b31563d04f88ebbbe2f4c8ac,27,9,2,12,180,970,21,0,1
2d032b3ecede8bf1ed2d64d7ee891ffb52c9336f,0,195,1,1,70,764,14,0,24
af7375999a6ba4cad3e284006ebef5d8959c5a1b,78,356,2,0,108,8335,47,3,50
247bea198b1dd447cbfc06f79ff7b5b89bc154f9,18,43,5,0,356,15236,121,0,5
ba561b4ffa800dc80baea2ff0c13c3c4946e503a,48,32,5,0,466,12513,111,0,1
0f82f1500b50867382512e26650b8fde5af10b75,0,123,2,0,28,400,11,0,43
95d7b32ed4ea292407177e2469e90a90f8597c43,37,61,1,17,121,4141,36,3,16
933944fb02d31811f270b2ce4683e550cb1e3c2d,0,1339,1,1,39,1656,7,3,6
c6a7c65e04510c7377ab3af3dcdc4e7208649257,12,147,3,0,176,7071,64,0,13
1912de61823ecb6c3a17025042c4f046390d1e85,4,48,2,0,136,4794,45,0,10
0528dcce3e135f63c7c8c07fb1c5e1531bedc2f1,51,39,3,23,111,3839,43,0,1
8ccd257a97dc5a38adc7b8ce7d8ee74ec2c6b915,76,137,1,26,47,2204,16,3,26
3459505724d051ec642f83b8a81523b26322443f,6,293,2,2,130,6400,47,0,31
e3e0395cb8124ef56dfdb023fb2d1c440b5b7d25,38,241,4,26,234,10106,92,0,30
4a2134d71b728a8323d38774089fa050c1fe6f34,41,107,2,14,59,1953,26,3,14
8552aa707aa02fdbc519c06e08e9d3ada579e700,39,289,2,0,225,29894,88,6,32
ddb157ae4ab48760e95bd323960066e193db0955,30,14,1,16,30,72,5,0,1
eafb2d3e8989c9323b9c9d2e66c0e123d2f55b73,44,786,4,38,193,8306,66,0,93
9e86bb53b245b27b6cedc988c0663b6aaeb2647c,82,211,3,48,278,10656,91,0,17
89ebfa042c8a2fc4d6450931ebb0f550fc152a28,57,198,1,30,40,1312,13,6,55
63120c13f009ba047ba67b3817930e440cad7582,104,141,3,30,76,1814,21,6,22
d92f2dfc5a597ae14530c6f90238e83bfb41fbda,29,61,3,22,251,9147,63,0,5
4a498711f3111bd81902b3e2a78c31310719675f,9,91,3,29,86,13596,30,3,8
89be8ced587830f2ef2ae8b42ec3da8d650de5cb,11,92,2,9,236,8314,54,0,7
52ee5af28f2b4d343c62c55016bf56445d6572f2,31,17,1,24,36,1283,14,0,3
3df42f7a5a8f7ba7722077ac3f950780381a6b2a,299,19,3,0,126,1531,33,0,1
bd2e7349ea85142223bbf2c655cf6451e89cbed7,76,289,4,20,104,5320,51,36,20
738dbfe548df0bce4b81366694661dac7172ca3e,85,207,2,29,31,1021,15,3,24
666cf74e1d38ce3a6f14fcb41be341d1b0a9749e,0,84,1,0,378,14618,58,0,4
008fb8d7f1ea2c0965b7bf544bb80c214cb212da,168,706,1,58,70,2540,22,0,171
44f601c0f9541ed997c431bb8561af114b4b9d19,41,39,2,27,13,652,9,0,3
df26630ade330363677dfd4ad1df6e39270f78da,4,143,1,5,6,144,1,0,22
150ca817dcaa87013cfd4c069293797b439535d2,58,285,5,13,260,11614,102,0,30
641f2f6f4c3c2c543a086f0599e537fe77c2b827,42,313,2,23,159,5024,51,153,31
7ed7113b0cbe6a0cdbde95988a8629d0f10ba594,39,170,5,28,260,11614,102,3,18
66e940a1cc92877cbb131727ed25541a2fca8ea1,42,100,3,0,193,7506,68,0,8
7c4d06cde47f88de329c695055b65aed028e4a96,23,103,2,0,135,4336,42,0,8
38b26c8e597cc550e5c02ee6208313790d1c1c51,1,234,2,9,176,12721,65,3,46
cfc8b2eefe61b154f03d693f6b8bd53c171d27ca,8,150,3,0,193,7506,68,0,19
3cdb07c18663ae4da1bc47e4dda1ce958e90e662,65,295,2,0,104,3922,38,0,48
2738a3cf7553ed45de053e1f939dffd40b870bab,0,292,3,39,258,31392,117,0,20
d0c271e979c6c453ee21907c56f73778f9a4e5a1,36,293,2,21,72,3004,26,15,13
390acc06cb7602a3dea3ec1c83242cd29cade4ad,16,65,1,6,9,67,1,0,17
e002d3c282916be1fcbac2a7d5e352e91d78b808,36,322,1,0,93,6592,34,6,40
d7f86e510eb5556adc8a363fcb7737d265e72911,0,129,1,8,76,3674,29,0,18
fd3c4fb3a68fe0a67342b1af13f9e5f510ea066e,0,116,2,0,26,1284,18,0,20
527fc98a3ce945ba5cca5f2e1c5728858b9bfa05,0,178,1,11,59,2164,23,1,38
978c51214af5a60ce0c30b071416d78ae89fdfa5,19,178,2,7,105,2479,35,6,14
e0dced0ab80afa77e38670c1123288cea60291d4,0,15,1,0,5,32,3,0,1
934cc1c2936118a18249e4d97f3d3991a97d833c,54,174,2,19,213,10898,65,0,18
b00e3ebb22763cdb10f9bf4954cf38734ef951a1,0,24,1,10,88,3681,27,0,2
ef0488e53f783057065c4e1e9da0805264b98cd8,36,240,3,26,278,10656,91,3,20
cfdec90a6becced1f3149e2150a2e6a24c632ddb,37,225,2,19,215,8565,54,3,14
9de46e662ca59b88d62771c059f475f123677bbd,0,450,1,4,190,5517,41,0,62
8d7194b85b9ca09158a9796e2e35752063abe761,0,34,1,32,81,4233,22,0,4
ec90818255768a3f0eb30c1f646d4cee521ab4a8,26,36,1,13,40,554,12,0,5
80df10769fc85ceee57333269162988712f6bf68,0,676,2,1,144,10962,41,0,37
49f66d7c7cae0691bd627bc13288aa56908fcc00,2,126,1,25,93,10615,43,3,5
487e7c78caeb2cf70a7dfd993d66ceb1319bb606,0,1582,1,1,143,2421,15,0,0
ab4606239855b30aaef4b55a51362d621e2a4ee4,0,114,1,0,70,2540,22,0,15
e704b4c58585abd5c9aacc3ce4dd238b2c39e64a,24,338,4,13,393,28384,122,15,20
54192c309002f7e2046356fb3bece339d913b26e,6,1529,1,0,39,3551,18,0,346
da4b211ec7a783b6d57e3d8f521e9ee93b774c45,18,80,1,12,30,583,15,0,10
b9c56efeba7de8e2566a03063e384950faacbe14,14,81,1,9,49,853,15,0,2
615591e34f6459be6e69afcb7425c9ac1a3e1b6f,3,449,1,5,32,945,11,0,121
8c3331daa71e8a6b3b9e8ee09d3a84491d25e80b,25,58,1,18,11,86,4,3,0
04774cf17bfaf8c0b4925f6a144ffd6c16abd3eb,15,382,1,7,93,10615,43,11,53
5548d4195c1bc66b0f86739bb75009877b557c5f,2,7318,6,0,203,55617,59,3,102
c394a0acf987a47bea42a6709e6c39ed44876315,85,35,2,39,233,5884,51,3,1
07f9160dc19c3b6d44c261676e3af59c04b310d6,21,5,1,23,30,277,9,0,0
1c855b5eb3c20024c5b853df3af291c214e07d00,24,102,2,25,74,3065,29,0,3
e26f522e69113bd423d39c0c9b3ffcf37817f014,15,116,1,36,219,10505,46,0,6
e8167e96a487f0e91fcf463c0f941c0a98621b6f,31,151,1,17,129,4265,32,0,32
0d5d3fc71c7f216e6462a21a8455ddf647d8c4df,0,404,1,1,2,419,2,0,22
